Latitud,Longitud,Fecha,Hora,FP_TI4,FP_TI5,FP_POWER,FP_CONFIDENCE,SCAN,TRACK
-4.04974,-46.51229,2023-08-13,16:07,342.06,300.9,9.59,55,0.49,0.49
-4.10788,-46.78758,2023-08-13,16:07,342.42,296.56,13.84,55,0.51,0.5
-3.93822,-45.38571,2023-08-13,16:07,340.34,300.52,4.29,55,0.41,0.45
-3.10966,-39.8374,2023-08-13,16:07,342.99,303.03,46.74,55,0.39,0.36
-3.10914,-39.83393,2023-08-13,16:07,357.19,308.04,25.85,55,0.39,0.36
-3.11247,-39.83344,2023-08-13,16:07,349.54,307.57,25.85,55,0.39,0.36
-3.80773,-44.09745,2023-08-13,16:07,333.4,301.78,4.86,55,0.52,0.41
-4.89291,-49.97894,2023-08-13,16:07,349.57,296.9,8.9,55,0.43,0.62
-3.34544,-39.18323,2023-08-13,16:07,334.49,299.62,1.68,55,0.39,0.36
-3.7782,-41.7274,2023-08-13,16:07,330.39,302.35,1.49,55,0.41,0.37
-4.23505,-44.81699,2023-08-13,16:07,345.74,296.57,6.55,55,0.38,0.43
-3.78161,-41.72689,2023-08-13,16:07,338.34,303.87,1.49,55,0.41,0.37
-3.77944,-41.71227,2023-08-13,16:07,338.19,305.95,7.04,55,0.41,0.37
-4.23906,-44.81641,2023-08-13,16:07,356.08,303.77,14.13,55,0.38,0.43
-3.78448,-41.72274,2023-08-13,16:07,334.55,301.91,2.4,55,0.41,0.37
-3.78285,-41.71177,2023-08-13,16:07,332.71,307.52,4.08,15,0.41,0.37
-3.40067,-39.15247,2023-08-13,16:07,345.37,303.19,7.33,55,0.39,0.36
-3.83975,-41.69588,2023-08-13,16:07,335.02,304.15,2.67,55,0.41,0.37
-3.56099,-39.76269,2023-08-13,16:07,334.89,301.76,1.53,55,0.38,0.36
-3.87139,-41.67214,2023-08-13,16:07,343.92,306.25,9.77,55,0.41,0.37
-5.27684,-50.98458,2023-08-13,16:07,354.99,290.04,6.97,55,0.51,0.66
-5.28302,-50.98373,2023-08-13,16:07,334.86,295.1,6.97,55,0.51,0.66
-4.22844,-43.71109,2023-08-13,16:07,330.18,301.4,4.71,15,0.5,0.41
-5.1799,-50.12553,2023-08-13,16:07,337.01,296.46,7.89,55,0.45,0.63
-5.28152,-50.98271,2023-08-13,16:07,355.22,295.34,10.99,55,0.51,0.66
-3.58205,-38.85597,2023-08-13,16:07,332.81,306.56,4.16,15,0.4,0.37
-5.72538,-53.69654,2023-08-13,16:07,333.9,290.96,7.67,55,0.79,0.78
-3.58934,-38.85852,2023-08-13,16:07,331.54,305.93,3.78,15,0.4,0.37
-3.59272,-38.85801,2023-08-13,16:07,332.34,305.71,3.78,15,0.4,0.37
-3.59609,-38.8575,2023-08-13,16:07,332.32,305.53,4.17,15,0.4,0.37
-5.57407,-52.12112,2023-08-13,16:07,327.53,296.89,7.12,55,0.62,0.71
-4.06792,-41.77441,2023-08-13,16:07,334.06,303.33,3.92,55,0.41,0.37
-5.7265,-53.69538,2023-08-13,16:07,336.6,291.7,12.23,55,0.79,0.78
-4.49633,-43.90426,2023-08-13,16:07,340.84,301.29,9.29,55,0.51,0.41
-4.49445,-43.90126,2023-08-13,16:07,333.77,299.56,7.63,55,0.51,0.41
-4.40628,-42.93033,2023-08-13,16:07,330.7,303.22,4.95,15,0.46,0.39
-4.59146,-43.76973,2023-08-13,16:07,337.38,304.21,30.61,55,0.51,0.41
-4.59077,-43.76514,2023-08-13,16:07,356.58,310.65,30.61,55,0.5,0.41
-4.59008,-43.76056,2023-08-13,16:07,344.01,303.96,18.17,55,0.5,0.41
-4.15221,-40.81694,2023-08-13,16:07,333.83,301.39,3.3,55,0.39,0.36
-4.59086,-43.7667,2023-08-13,16:07,356.18,311.16,42.04,55,0.51,0.41
-4.5902,-43.76211,2023-08-13,16:07,353.15,306.65,35.34,55,0.51,0.41
-4.59398,-43.76154,2023-08-13,16:07,348.05,310.46,19.16,55,0.51,0.41
-4.53978,-43.10269,2023-08-13,16:07,333.16,304.05,11.15,55,0.47,0.39
-4.53916,-43.09848,2023-08-13,16:07,345.19,307.24,30.27,55,0.47,0.39
-4.5428,-43.09794,2023-08-13,16:07,346.59,313.88,32.61,55,0.47,0.39
-4.54645,-43.09742,2023-08-13,16:07,345.98,311.45,32.61,55,0.47,0.39
-4.38797,-42.02802,2023-08-13,16:07,347.24,303.73,5.22,55,0.42,0.38
-4.55133,-43.10531,2023-08-13,16:07,341.18,308.21,24.0,55,0.47,0.39
-4.55071,-43.10109,2023-08-13,16:07,348.29,307.41,24.0,55,0.47,0.39
-4.55009,-43.09689,2023-08-13,16:07,331.36,301.58,3.53,15,0.47,0.39
-4.55498,-43.10477,2023-08-13,16:07,344.95,308.72,24.0,55,0.47,0.39
-4.56164,-43.0995,2023-08-13,16:07,335.98,305.45,11.19,55,0.47,0.39
-5.56568,-50.01391,2023-08-13,16:07,335.01,295.12,3.64,55,0.45,0.63
-4.56956,-43.10264,2023-08-13,16:07,338.88,299.28,78.14,55,0.47,0.39
-4.56893,-43.09843,2023-08-13,16:07,333.94,303.32,78.14,55,0.47,0.39
-5.56448,-50.01421,2023-08-13,16:07,334.09,296.87,3.87,55,0.45,0.63
-5.50384,-49.22048,2023-08-13,16:07,331.15,296.07,6.34,55,0.39,0.6
-5.50334,-49.2168,2023-08-13,16:07,367.0,296.91,14.59,90,0.39,0.6
-6.05125,-53.21313,2023-08-13,16:07,349.24,298.68,14.36,55,0.74,0.76
-5.92208,-51.82897,2023-08-13,16:07,337.48,294.48,8.37,55,0.6,0.7
-6.01343,-52.39865,2023-08-13,16:07,356.86,297.44,26.88,55,0.65,0.73
-6.01261,-52.39267,2023-08-13,16:07,353.29,294.01,29.01,55,0.65,0.73
-5.92098,-51.8296,2023-08-13,16:07,334.2,294.11,6.67,55,0.6,0.7
-6.01526,-52.39965,2023-08-13,16:07,344.38,295.58,18.91,55,0.66,0.73
-6.01448,-52.39365,2023-08-13,16:07,367.0,299.25,18.91,90,0.65,0.73
-6.14836,-53.31937,2023-08-13,16:07,328.15,296.33,4.55,55,0.76,0.77
-4.07817,-38.4959,2023-08-13,16:07,332.47,305.55,4.45,15,0.4,0.37
-5.42852,-47.53832,2023-08-13,16:07,341.2,299.97,7.48,55,0.6,0.53
-5.43344,-47.53761,2023-08-13,16:07,333.16,297.04,7.48,55,0.6,0.53
-5.43268,-47.53228,2023-08-13,16:07,343.04,298.33,7.48,55,0.6,0.53
-6.1923,-52.88622,2023-08-13,16:07,331.78,295.42,4.39,55,0.71,0.75
-5.43361,-47.52972,2023-08-13,16:07,345.05,298.43,9.88,55,0.6,0.53
-4.99197,-44.28731,2023-08-13,16:07,334.35,302.08,2.34,55,0.55,0.42
-4.85233,-43.20812,2023-08-13,16:07,367.0,326.78,80.72,15,0.48,0.4
-4.88711,-43.44804,2023-08-13,16:07,346.75,303.97,7.06,55,0.49,0.4
-4.89084,-43.44748,2023-08-13,16:07,346.72,305.24,7.06,55,0.49,0.4
-4.85601,-43.20757,2023-08-13,16:07,345.31,316.9,80.72,15,0.48,0.4
-4.1513,-38.4952,2023-08-13,16:07,340.24,305.64,3.89,55,0.4,0.37
-4.86471,-43.24157,2023-08-13,16:07,337.1,297.41,5.75,55,0.48,0.4
-4.15525,-38.49831,2023-08-13,16:07,332.55,304.1,1.76,15,0.4,0.37
-4.15469,-38.49469,2023-08-13,16:07,348.18,306.89,5.25,55,0.4,0.37
-6.19668,-52.88356,2023-08-13,16:07,328.83,296.09,11.07,55,0.71,0.75
-4.86903,-43.24535,2023-08-13,16:07,335.5,302.17,5.75,55,0.48,0.4
-4.86776,-43.23668,2023-08-13,16:07,330.14,301.13,4.57,15,0.48,0.4
-4.15808,-38.49417,2023-08-13,16:07,335.92,307.21,5.25,15,0.4,0.37
-4.15752,-38.49055,2023-08-13,16:07,340.35,311.76,5.25,15,0.4,0.37
-4.15697,-38.48693,2023-08-13,16:07,343.06,308.39,5.34,55,0.4,0.37
-5.46693,-47.40845,2023-08-13,16:07,355.79,303.76,31.89,55,0.59,0.53
-4.87208,-43.24045,2023-08-13,16:07,334.73,304.18,37.54,55,0.48,0.4
-4.86956,-43.22319,2023-08-13,16:07,334.2,304.57,12.11,15,0.48,0.4
-4.86893,-43.21887,2023-08-13,16:07,350.49,307.43,14.36,55,0.48,0.4
-4.87261,-43.21833,2023-08-13,16:07,344.91,312.46,14.36,55,0.48,0.4
-4.87629,-43.21779,2023-08-13,16:07,340.18,305.89,6.93,55,0.48,0.4
-4.8806,-43.22157,2023-08-13,16:07,337.1,304.7,10.73,55,0.48,0.4
-4.88491,-43.2253,2023-08-13,16:07,333.49,305.16,43.01,15,0.48,0.4
-4.88364,-43.21669,2023-08-13,16:07,336.21,305.16,26.51,55,0.48,0.4
-4.88923,-43.22908,2023-08-13,16:07,335.21,304.6,3.52,55,0.48,0.4
-4.88859,-43.22475,2023-08-13,16:07,333.51,306.66,43.01,15,0.48,0.4
-4.88795,-43.22043,2023-08-13,16:07,344.44,305.39,43.01,55,0.48,0.4
-4.88732,-43.21613,2023-08-13,16:07,344.11,306.75,26.51,55,0.48,0.4
-5.51142,-47.44107,2023-08-13,16:07,342.86,301.22,13.03,55,0.59,0.53
-4.85035,-42.88971,2023-08-13,16:07,350.79,316.4,12.37,55,0.46,0.39
-6.27929,-52.86045,2023-08-13,16:07,349.16,298.6,16.53,55,0.71,0.75
-6.28629,-52.85942,2023-08-13,16:07,334.19,298.24,9.48,55,0.71,0.75
-6.28538,-52.85268,2023-08-13,16:07,353.6,299.05,9.48,55,0.71,0.75
-5.01916,-43.82289,2023-08-13,16:07,353.1,306.97,34.6,55,0.51,0.41
-5.02298,-43.82234,2023-08-13,16:07,354.74,308.4,34.6,55,0.51,0.41
-5.02228,-43.81771,2023-08-13,16:07,354.95,313.53,13.47,55,0.51,0.41
-5.01838,-43.82479,2023-08-13,16:07,346.92,300.6,20.59,55,0.52,0.41
-5.0222,-43.82424,2023-08-13,16:07,340.28,309.92,20.59,55,0.52,0.41
-5.02154,-43.81959,2023-08-13,16:07,367.0,315.03,34.36,90,0.52,0.41
-6.27773,-52.8591,2023-08-13,16:07,337.71,297.5,14.31,55,0.71,0.75
-6.28387,-52.85133,2023-08-13,16:07,340.96,298.76,23.14,55,0.71,0.75
-6.28473,-52.85807,2023-08-13,16:07,367.0,299.86,14.31,90,0.71,0.75
-5.90069,-49.87686,2023-08-13,16:07,355.02,296.75,4.53,55,0.44,0.62
-5.9065,-49.87602,2023-08-13,16:07,338.22,297.14,4.53,55,0.44,0.62
-5.48218,-46.64776,2023-08-13,16:07,345.68,297.11,16.53,55,0.52,0.5
-6.24639,-52.18666,2023-08-13,16:07,342.63,292.07,3.2,55,0.64,0.72
-5.48682,-46.64716,2023-08-13,16:07,356.28,299.88,16.53,55,0.52,0.5
-6.25511,-52.14911,2023-08-13,16:07,355.08,296.54,12.52,55,0.63,0.72
-5.51597,-46.65261,2023-08-13,16:07,331.84,296.3,3.6,55,0.53,0.5
-5.10867,-43.80239,2023-08-13,16:07,335.35,306.17,4.53,15,0.51,0.41
-5.42417,-45.86158,2023-08-13,16:07,330.21,299.16,3.33,55,0.46,0.47
-5.42408,-45.86226,2023-08-13,16:07,332.23,299.55,3.04,55,0.46,0.47
-5.21512,-44.28541,2023-08-13,16:07,340.28,307.99,6.05,55,0.55,0.43
-6.47094,-53.21306,2023-08-13,16:07,342.03,297.87,18.9,55,0.75,0.77
-6.47009,-53.20646,2023-08-13,16:07,339.44,299.35,12.7,55,0.75,0.77
-6.4692,-53.19955,2023-08-13,16:07,329.92,291.51,12.7,55,0.75,0.77
-6.47725,-53.20546,2023-08-13,16:07,343.54,298.69,12.7,55,0.75,0.77
-6.47637,-53.19863,2023-08-13,16:07,332.01,291.88,12.7,55,0.75,0.77
-6.47804,-53.21152,2023-08-13,16:07,367.0,297.78,18.9,90,0.75,0.77
-6.48354,-53.19771,2023-08-13,16:07,339.88,299.47,14.28,55,0.75,0.77
-6.48532,-53.15533,2023-08-13,16:07,332.39,294.48,16.57,55,0.75,0.77
-5.40138,-43.6473,2023-08-13,16:07,340.77,306.83,8.91,55,0.51,0.41
-6.73192,-52.9917,2023-08-13,16:07,331.99,293.23,22.41,55,0.73,0.76
-6.53232,-51.50739,2023-08-13,16:07,332.95,302.35,6.15,55,0.58,0.7
-6.53159,-51.50204,2023-08-13,16:07,338.46,303.96,8.51,55,0.58,0.7
-6.53085,-51.49659,2023-08-13,16:07,344.01,305.59,8.51,55,0.58,0.7
-6.73101,-52.98485,2023-08-13,16:07,367.0,294.96,22.41,90,0.73,0.76
-6.73015,-52.97843,2023-08-13,16:07,367.0,295.31,43.55,90,0.73,0.76
-6.53881,-51.50658,2023-08-13,16:07,343.54,303.64,6.38,55,0.58,0.7
-6.53809,-51.50126,2023-08-13,16:07,333.32,305.41,5.75,15,0.58,0.7
-6.53736,-51.49591,2023-08-13,16:07,332.82,306.49,5.75,15,0.58,0.7
-5.65853,-45.28942,2023-08-13,16:07,330.23,304.4,5.23,15,0.43,0.46
-6.54604,-51.51112,2023-08-13,16:07,330.44,301.13,6.38,15,0.58,0.7
-6.54458,-51.50043,2023-08-13,16:07,338.09,304.57,5.75,55,0.58,0.7
-6.54385,-51.49508,2023-08-13,16:07,340.22,306.22,5.75,55,0.58,0.7
-6.67436,-52.90184,2023-08-13,16:07,352.3,293.26,17.35,55,0.72,0.76
-6.53217,-51.5047,2023-08-13,16:07,346.08,304.38,8.06,55,0.58,0.7
-6.53147,-51.49928,2023-08-13,16:07,335.37,304.94,8.06,55,0.58,0.7
-6.53077,-51.49381,2023-08-13,16:07,338.68,305.2,10.18,55,0.58,0.7
-6.72783,-52.98383,2023-08-13,16:07,342.04,292.93,20.75,55,0.73,0.76
-6.53936,-51.50923,2023-08-13,16:07,337.95,301.23,8.45,55,0.58,0.7
-6.53867,-51.50388,2023-08-13,16:07,334.87,304.06,7.81,55,0.58,0.7
-6.53798,-51.49854,2023-08-13,16:07,333.2,306.47,7.81,15,0.58,0.7
-6.73402,-52.97568,2023-08-13,16:07,349.36,290.73,20.75,55,0.73,0.76
-6.54447,-51.49766,2023-08-13,16:07,345.65,305.79,7.81,55,0.58,0.7
-6.73488,-52.98246,2023-08-13,16:07,367.0,294.27,20.75,90,0.73,0.76
-6.55377,-51.51836,2023-08-13,16:07,331.0,297.63,14.04,55,0.58,0.7
-6.55166,-51.50221,2023-08-13,16:07,336.15,303.47,8.59,55,0.58,0.7
-6.55097,-51.49686,2023-08-13,16:07,343.67,304.02,8.59,55,0.58,0.7
-6.55027,-51.49153,2023-08-13,16:07,330.43,302.68,7.95,15,0.58,0.7
-6.55306,-51.51291,2023-08-13,16:07,367.0,306.7,29.17,90,0.58,0.7
-6.55236,-51.50755,2023-08-13,16:07,367.0,305.69,29.17,90,0.58,0.7
-6.55746,-51.49601,2023-08-13,16:07,332.8,304.58,8.59,15,0.58,0.7
-6.56678,-51.51675,2023-08-13,16:07,343.93,300.75,18.28,55,0.58,0.7
-6.56536,-51.50592,2023-08-13,16:07,353.27,303.21,38.72,55,0.58,0.7
-6.56466,-51.50054,2023-08-13,16:07,331.11,303.5,11.31,55,0.58,0.7
-6.56395,-51.49514,2023-08-13,16:07,337.18,303.8,11.31,55,0.58,0.7
-6.56606,-51.51127,2023-08-13,16:07,367.0,303.13,38.72,90,0.58,0.7
-6.57117,-51.49986,2023-08-13,16:07,342.32,305.54,11.31,55,0.58,0.7
-6.57329,-51.51599,2023-08-13,16:07,367.0,305.87,18.28,90,0.58,0.7
-6.57258,-51.51053,2023-08-13,16:07,367.0,313.23,38.72,90,0.58,0.7
-6.57187,-51.50518,2023-08-13,16:07,367.0,309.68,38.72,90,0.58,0.7
-5.44397,-43.30626,2023-08-13,16:07,330.97,303.52,6.76,15,0.49,0.4
-6.09431,-47.70372,2023-08-13,16:07,330.62,289.7,5.89,55,0.63,0.54
-6.09269,-47.69222,2023-08-13,16:07,338.75,296.13,21.35,55,0.63,0.54
-6.09349,-47.69794,2023-08-13,16:07,367.0,297.85,21.35,90,0.63,0.54
-6.57648,-51.09999,2023-08-13,16:07,340.33,303.92,8.81,55,0.55,0.68
-5.86969,-46.03117,2023-08-13,16:07,337.83,298.35,7.0,55,0.48,0.48
-6.14088,-47.85017,2023-08-13,16:07,338.76,295.42,4.83,55,0.32,0.55
-6.10234,-47.5805,2023-08-13,16:07,334.01,296.48,6.65,55,0.62,0.54
-5.75535,-45.18509,2023-08-13,16:07,341.25,300.61,9.08,55,0.42,0.45
-6.09687,-47.69523,2023-08-13,16:07,344.25,298.02,6.17,55,0.63,0.54
-5.75503,-45.18504,2023-08-13,16:07,341.22,300.19,7.29,55,0.42,0.46
-4.84706,-38.86816,2023-08-13,16:07,353.3,310.56,5.71,55,0.39,0.36
-4.84653,-38.86464,2023-08-13,16:07,336.63,305.03,5.71,55,0.39,0.36
-6.57205,-51.10178,2023-08-13,16:07,346.28,302.99,4.94,55,0.55,0.68
-6.14352,-47.85072,2023-08-13,16:07,338.05,301.63,4.07,55,0.32,0.55
-6.14312,-47.84772,2023-08-13,16:07,343.7,300.08,4.07,55,0.32,0.55
-4.85042,-38.86765,2023-08-13,16:07,345.63,315.53,5.71,55,0.39,0.36
-4.84988,-38.86413,2023-08-13,16:07,344.43,311.39,5.71,55,0.39,0.36
-6.13041,-47.60325,2023-08-13,16:07,333.33,301.87,13.51,55,0.62,0.54
-6.12884,-47.59183,2023-08-13,16:07,346.52,298.57,11.55,55,0.62,0.54
-6.13543,-47.60272,2023-08-13,16:07,330.22,297.52,4.51,55,0.62,0.54
-6.13465,-47.597,2023-08-13,16:07,336.46,298.56,4.51,55,0.62,0.54
-5.76302,-44.8797,2023-08-13,16:07,331.66,301.99,2.15,55,0.41,0.45
-5.78456,-44.97128,2023-08-13,16:07,344.09,306.01,7.81,55,0.41,0.45
-5.78403,-44.96759,2023-08-13,16:07,335.69,306.66,7.81,55,0.41,0.45
-5.78298,-44.96027,2023-08-13,16:07,347.65,306.57,5.13,55,0.41,0.45
-5.78819,-44.96709,2023-08-13,16:07,354.18,306.15,7.81,55,0.41,0.45
-5.78767,-44.96343,2023-08-13,16:07,348.21,305.96,5.13,55,0.41,0.45
-5.78714,-44.95977,2023-08-13,16:07,332.92,303.77,5.13,15,0.41,0.45
-5.78872,-44.97075,2023-08-13,16:07,367.0,307.43,7.81,90,0.41,0.45
-5.85294,-45.17887,2023-08-13,16:07,342.91,303.61,4.97,55,0.42,0.46
-5.85255,-44.90109,2023-08-13,16:07,334.39,302.28,2.3,55,0.41,0.45
-5.05891,-39.45697,2023-08-13,16:07,337.18,307.15,4.1,55,0.38,0.36
-6.22573,-47.51903,2023-08-13,16:07,347.39,296.59,9.82,55,0.62,0.54
-5.89747,-45.09839,2023-08-13,16:07,349.7,301.51,5.0,55,0.42,0.45
-5.97874,-45.51685,2023-08-13,16:07,348.06,300.48,51.66,55,0.45,0.47
-5.98363,-45.52025,2023-08-13,16:07,292.98,301.74,60.09,15,0.45,0.47
-5.98306,-45.51624,2023-08-13,16:07,355.04,312.24,51.66,55,0.45,0.47
-6.77095,-51.17228,2023-08-13,16:07,351.66,300.94,10.45,55,0.56,0.68
-6.77027,-51.16719,2023-08-13,16:07,335.38,293.11,15.5,55,0.55,0.68
-6.77722,-51.1706,2023-08-13,16:07,351.71,299.36,10.45,55,0.56,0.68
-6.31803,-47.70515,2023-08-13,16:07,333.83,298.92,5.05,55,0.32,0.54
-5.97338,-45.29719,2023-08-13,16:07,342.56,305.89,3.51,55,0.43,0.46
-6.32348,-47.70729,2023-08-13,16:07,333.43,300.36,4.89,55,0.32,0.54
-6.32307,-47.7044,2023-08-13,16:07,334.77,297.66,5.05,55,0.32,0.54
-5.97762,-45.29653,2023-08-13,16:07,339.0,306.24,3.51,55,0.43,0.46
-5.62558,-42.89766,2023-08-13,16:07,333.6,307.84,7.6,15,0.47,0.4
-6.32486,-47.60875,2023-08-13,16:07,332.07,299.57,2.18,55,0.63,0.54
-6.77164,-51.17207,2023-08-13,16:07,354.56,301.13,8.7,55,0.56,0.68
-6.771,-51.16698,2023-08-13,16:07,342.57,294.94,8.7,55,0.56,0.68
-6.32146,-47.70706,2023-08-13,16:07,338.27,301.43,4.94,55,0.32,0.54
-6.32107,-47.7042,2023-08-13,16:07,336.46,297.47,3.31,55,0.32,0.54
-6.77792,-51.17033,2023-08-13,16:07,343.08,298.65,8.7,55,0.56,0.68
-6.32358,-47.60827,2023-08-13,16:07,341.86,300.2,7.98,55,0.63,0.54
-6.0508,-44.55093,2023-08-13,16:07,331.45,298.18,2.35,55,0.39,0.44
-6.0639,-44.55579,2023-08-13,16:07,341.37,297.75,2.52,55,0.39,0.44
-6.05582,-44.47134,2023-08-13,16:07,343.87,306.64,5.8,55,0.39,0.44
-6.17417,-45.26197,2023-08-13,16:07,342.81,303.22,8.1,55,0.43,0.46
-6.17359,-45.25796,2023-08-13,16:07,348.76,311.76,8.1,55,0.43,0.46
-6.17302,-45.25395,2023-08-13,16:07,335.57,309.69,5.33,15,0.43,0.46
-6.05986,-44.47083,2023-08-13,16:07,338.47,306.3,8.61,55,0.39,0.44
-6.1767,-45.2494,2023-08-13,16:07,338.74,307.34,5.33,55,0.43,0.46
-6.0544,-44.37687,2023-08-13,16:07,332.74,299.8,4.82,55,0.57,0.43
-5.92616,-43.36988,2023-08-13,16:07,335.6,304.7,3.98,55,0.5,0.41
-5.92573,-43.36669,2023-08-13,16:07,335.64,302.36,4.36,55,0.5,0.41
-6.04144,-44.13136,2023-08-13,16:07,335.94,298.92,3.58,55,0.55,0.43
-7.04321,-51.66013,2023-08-13,16:07,330.46,296.75,3.33,55,0.6,0.71
-6.26854,-45.63951,2023-08-13,16:07,341.36,304.24,5.26,55,0.46,0.47
-6.26795,-45.63526,2023-08-13,16:07,340.17,309.38,5.26,55,0.46,0.47
-6.30091,-45.6477,2023-08-13,16:07,331.22,300.58,1.62,55,0.46,0.47
-6.30529,-45.64708,2023-08-13,16:07,330.37,301.2,1.62,15,0.46,0.47
-6.30469,-45.6428,2023-08-13,16:07,335.11,304.5,4.16,55,0.46,0.47
-5.18738,-38.06564,2023-08-13,16:07,340.28,313.12,4.01,15,0.41,0.37
-6.33261,-45.77721,2023-08-13,16:07,331.48,301.95,2.06,15,0.47,0.48
-6.32093,-45.63142,2023-08-13,16:07,339.77,302.77,6.52,55,0.46,0.47
-6.11603,-44.14591,2023-08-13,16:07,344.96,302.19,13.87,55,0.55,0.43
-6.33269,-45.62009,2023-08-13,16:07,335.11,304.8,82.98,55,0.46,0.47
-6.33644,-45.6152,2023-08-13,16:07,356.83,304.55,82.98,55,0.46,0.47
-6.33586,-45.61111,2023-08-13,16:07,336.34,301.6,11.79,55,0.46,0.47
-6.34024,-45.61063,2023-08-13,16:07,303.76,322.45,94.73,15,0.46,0.47
-6.34141,-45.61879,2023-08-13,16:07,342.62,300.04,51.02,55,0.46,0.47
-6.34082,-45.61468,2023-08-13,16:07,341.35,314.45,51.02,55,0.46,0.47
-6.3391,-45.6027,2023-08-13,16:07,332.57,304.02,5.25,55,0.46,0.47
-6.33854,-45.59877,2023-08-13,16:07,344.45,302.85,5.25,55,0.46,0.47
-6.33797,-45.5948,2023-08-13,16:07,334.38,302.8,3.58,55,0.46,0.47
-6.33738,-45.59067,2023-08-13,16:07,344.76,304.21,3.58,55,0.46,0.47
-6.33967,-45.60666,2023-08-13,16:07,367.0,311.4,94.73,90,0.46,0.47
-6.36852,-45.77615,2023-08-13,16:07,339.86,307.75,7.22,55,0.47,0.48
-6.36791,-45.77188,2023-08-13,16:07,331.37,303.7,3.73,15,0.47,0.48
-6.37353,-45.77965,2023-08-13,16:07,342.54,301.15,4.11,55,0.47,0.48
-6.37292,-45.77539,2023-08-13,16:07,337.09,301.42,4.11,55,0.47,0.48
-6.23354,-44.81287,2023-08-13,16:07,344.1,302.29,6.21,55,0.41,0.45
-6.14442,-44.06501,2023-08-13,16:07,351.07,304.47,16.45,55,0.55,0.43
-6.14369,-44.06009,2023-08-13,16:07,333.61,299.17,11.0,55,0.55,0.43
-6.08229,-43.64518,2023-08-13,16:07,348.5,306.7,7.34,55,0.52,0.41
-5.14629,-37.42333,2023-08-13,16:07,333.9,304.58,3.82,15,0.43,0.38
-6.37243,-45.77648,2023-08-13,16:07,345.04,303.66,9.01,55,0.47,0.48
-6.14429,-44.06741,2023-08-13,16:07,335.28,301.42,8.71,55,0.55,0.43
-6.14359,-44.06245,2023-08-13,16:07,348.7,302.61,18.87,55,0.55,0.43
-6.08557,-43.65132,2023-08-13,16:07,341.25,310.08,11.58,55,0.52,0.41
-6.08425,-43.64201,2023-08-13,16:07,334.6,304.22,7.72,55,0.52,0.41
-6.23034,-44.65228,2023-08-13,16:07,343.37,300.24,7.62,55,0.4,0.44
-6.14755,-44.06208,2023-08-13,16:07,347.59,303.99,18.87,55,0.55,0.43
-6.23442,-44.65161,2023-08-13,16:07,352.48,307.13,25.15,55,0.4,0.44
-6.70024,-47.83422,2023-08-13,16:07,338.91,308.24,4.05,55,0.33,0.55
-6.23562,-44.45448,2023-08-13,16:07,342.71,305.67,7.11,55,0.39,0.44
-6.23264,-44.43351,2023-08-13,16:07,346.18,302.21,7.87,55,0.39,0.44
-6.16774,-43.97874,2023-08-13,16:07,342.17,308.77,7.9,55,0.54,0.42
-6.16704,-43.97388,2023-08-13,16:07,340.78,303.13,7.9,55,0.54,0.42
-6.23666,-44.43286,2023-08-13,16:07,333.63,301.91,3.08,55,0.39,0.44
-6.23615,-44.42933,2023-08-13,16:07,333.01,302.09,3.08,55,0.39,0.44
-6.17164,-43.97814,2023-08-13,16:07,341.79,311.29,7.77,55,0.54,0.42
-6.17095,-43.97329,2023-08-13,16:07,337.69,312.4,7.77,15,0.54,0.42
-6.17025,-43.96842,2023-08-13,16:07,345.93,309.75,33.86,55,0.54,0.42
-6.21363,-44.24304,2023-08-13,16:07,331.96,302.4,5.41,15,0.56,0.43
-6.22632,-44.24653,2023-08-13,16:07,340.52,302.26,9.99,55,0.56,0.43
-6.4492,-45.71371,2023-08-13,16:07,333.63,301.97,2.46,55,0.47,0.48
-6.4486,-45.70948,2023-08-13,16:07,332.51,302.69,4.25,55,0.47,0.48
-6.23826,-44.2448,2023-08-13,16:07,340.04,303.17,12.79,55,0.56,0.43
-6.4536,-45.71307,2023-08-13,16:07,332.55,300.31,2.47,55,0.47,0.48
-6.453,-45.70885,2023-08-13,16:07,340.22,302.16,5.32,55,0.47,0.48
-6.27659,-44.42448,2023-08-13,16:07,340.95,299.85,5.7,55,0.39,0.44
-6.19008,-43.83086,2023-08-13,16:07,341.45,307.05,31.25,55,0.53,0.42
-6.41548,-45.26397,2023-08-13,16:07,338.62,306.16,5.47,55,0.44,0.46
-6.4181,-45.26486,2023-08-13,16:07,338.63,308.16,4.44,55,0.44,0.46
-6.15815,-43.37875,2023-08-13,16:07,334.54,303.22,4.33,55,0.5,0.41
-6.15492,-43.35603,2023-08-13,16:07,345.34,304.7,8.11,55,0.5,0.41
-6.31058,-44.43023,2023-08-13,16:07,335.14,300.45,5.11,55,0.39,0.44
-6.16192,-43.37814,2023-08-13,16:07,337.17,302.6,3.48,55,0.5,0.41
-6.16127,-43.37359,2023-08-13,16:07,333.96,302.45,4.17,55,0.5,0.41
-6.15869,-43.35548,2023-08-13,16:07,331.64,302.7,4.59,15,0.5,0.41
-6.47689,-45.59546,2023-08-13,16:07,331.04,301.89,4.75,15,0.46,0.47
-5.26969,-37.38504,2023-08-13,16:07,335.39,306.29,5.87,15,0.43,0.38
-6.35428,-44.65295,2023-08-13,16:07,338.45,301.85,8.41,55,0.4,0.44
